,location,bhk,total_sqft,bath,price,encoded_loc
5364,others,4,2400.0,5.0,140.0,232
5365,Hormavu,2,1143.0,2.0,53.0,100
5366,Karuna Nagar,3,2500.0,3.0,190.0,130
5367,others,2,1044.0,2.0,60.0,232
5368,Prithvi Layout,2,1352.0,3.0,93.0,183
5369,Hennur Road,3,1552.0,3.0,75.0,96
5370,Bellandur,3,1785.0,3.0,120.0,40
5371,Pai Layout,2,810.0,2.0,34.5,180
5372,Banashankari Stage V,3,1650.0,3.0,51.98,29
5373,others,3,1595.0,3.0,70.39,232
5374,Whitefield,2,1060.0,2.0,35.0,226
5375,Babusapalaya,3,1410.0,2.0,65.0,24
5376,Nagarbhavi,3,1523.0,2.0,56.0,170
5377,Kanakpura Road,3,1591.0,3.0,122.0,128
5378,others,3,1640.0,3.0,84.0,232
5379,Yelahanka New Town,1,450.0,1.0,16.0,229
5380,Bannerghatta Road,3,1305.0,2.0,60.0,34
5381,Yelahanka,3,1590.0,3.0,54.0,228
5382,Kaggadasapura,2,1240.0,2.0,45.0,119
5383,others,2,1200.0,2.0,54.0,232
5384,Dodda Nekkundi,2,1100.0,2.0,41.16,67
5385,Sarjapur  Road,2,1115.0,2.0,50.0,196
5386,Bisuvanahalli,2,845.0,2.0,33.0,46
5387,Channasandra,3,1310.0,2.0,45.0,56
5388,others,2,959.0,2.0,42.5,232
5389,Yelahanka,2,1390.0,2.0,70.21,228
5390,Hulimavu,2,1564.9842423276207,2.0,46.0,105
5391,Kenchenahalli,3,1280.0,2.0,69.0,135
5392,Kasturi Nagar,2,1000.0,2.0,58.0,132
5393,Marathahalli,2,1196.0,2.0,57.9,162
5394,Sarjapur  Road,3,1220.0,3.0,57.0,196
5395,Ambalipura,2,950.0,2.0,31.95,12
5396,others,2,1141.0,2.0,55.0,232
5397,5th Phase JP Nagar,2,1200.0,2.0,51.0,4
5398,Kasavanhalli,3,1380.0,2.0,55.0,131
5399,Doddathoguru,2,855.0,2.0,32.0,70
5400,Chandapura,2,922.0,2.0,36.0,55
5401,others,2,1200.0,2.0,43.2,232
5402,others,3,1240.0,2.0,65.0,232
5403,7th Phase JP Nagar,2,1070.0,2.0,42.0,6
5404,others,2,1293.0,2.0,75.0,232
5405,R.T. Nagar,3,1380.0,2.0,50.0,184
5406,Yelahanka New Town,3,1599.0,3.0,80.0,229
5407,Nehru Nagar,2,967.0,2.0,41.1,175
5408,others,3,1885.0,3.0,90.0,232
5409,others,2,860.0,2.0,65.5,232
5410,Sarjapur  Road,2,1050.0,2.0,63.5,196
5411,Marathahalli,3,1595.0,3.0,88.0,162
5412,Sarjapur  Road,2,1350.0,2.0,102.0,196
5413,Hebbal,2,1204.0,2.0,45.0,92
5414,Sarjapur  Road,4,2990.0,4.0,240.0,196
5415,Sarjapur  Road,2,1035.0,2.0,49.0,196
5416,ITPL,2,1000.0,2.0,29.95,107
5417,Sarjapur  Road,3,1457.0,3.0,85.0,196
5418,Bannerghatta,2,1100.0,2.0,66.0,33
5419,Whitefield,3,1655.0,3.0,120.0,226
5420,Kanakpura Road,3,1691.2,3.0,115.0,128
5421,Ramagondanahalli,2,1215.0,2.0,46.1,189
5422,Kanakpura Road,2,1564.9842423276207,2.0,50.125,128
5423,Hoodi,3,1639.0,3.0,129.0,97
5424,Sarjapur  Road,3,1685.0,3.0,135.0,196
5425,Hormavu,2,1100.0,2.0,38.0,100
5426,Marathahalli,3,2122.0,3.0,125.0,162
5427,others,2,1050.0,2.0,47.0,232
5428,Kengeri,2,1230.0,2.0,45.0,136
5429,5th Phase JP Nagar,3,1240.0,3.0,60.0,4
5430,Electronic City Phase II,3,1252.0,2.0,65.0,75
5431,others,3,1374.0,2.0,88.0,232
5432,8th Phase JP Nagar,1,500.0,1.0,30.0,7
5433,Banashankari,2,1040.0,2.0,45.0,26
5434,Sarjapur  Road,2,1350.0,2.0,68.0,196
5435,Hennur,3,2400.0,3.0,135.0,95
5436,Haralur Road,3,1560.0,3.0,90.0,90
5437,Anandapura,2,1151.0,2.0,43.16,15
5438,Uttarahalli,3,1360.0,2.0,47.59,218
5439,others,2,1250.0,2.0,60.0,232
5440,Hennur Road,2,1015.0,2.0,50.0,96
5441,Kadugodi,3,1351.0,2.0,78.0,118
5442,Yelahanka New Town,2,960.0,2.0,50.0,229
5443,others,2,1110.0,2.0,52.0,232
5444,R.T. Nagar,3,1680.0,3.0,72.0,184
5445,Arekere,3,2400.0,3.0,180.0,20
5446,others,3,1350.0,3.0,48.6,232
5447,Horamavu Banaswadi,2,1254.0,2.0,47.0,99
5448,CV Raman Nagar,2,1051.0,2.0,61.0,53
5449,Uttarahalli,2,1099.0,2.0,65.0,218
5450,Hebbal,3,2650.0,4.0,199.0,92
5451,others,4,2000.0,2.0,160.0,232
5452,Sarjapur  Road,3,1200.0,3.0,70.0,196
5453,Whitefield,2,1125.0,2.0,45.0,226
5454,Vittasandra,3,1650.0,3.0,85.0,225
5455,others,1,834.0,1.0,62.0,232
5456,Gollarapalya Hosahalli,3,1320.0,3.0,60.0,81
5457,Mysore Road,3,1500.0,3.0,74.0,167
5458,Kanakpura Road,1,1564.9842423276207,1.0,125.0,128
5459,Whitefield,2,1180.0,2.0,70.0,226
5460,Kadugodi,2,1010.0,2.0,50.0,118
5461,Channasandra,2,1070.0,2.0,38.0,56
5462,Choodasandra,3,1580.0,3.0,105.0,60
5463,Green Glen Layout,3,2000.0,3.0,165.0,83
5464,Iblur Village,3,1920.0,3.0,130.0,108
5465,Sanjay nagar,3,1200.0,2.0,76.0,193
5466,Kalena Agrahara,2,1040.0,2.0,45.0,122
5467,Hulimavu,3,1430.0,2.0,90.0,105
5468,Uttarahalli,3,1215.0,2.0,52.85,218
5469,Thanisandra,3,1564.0,3.0,105.0,211
5470,Hormavu,2,750.0,2.0,58.0,100
5471,Kasavanhalli,2,1200.0,2.0,60.0,131
5472,Begur Road,2,1200.0,2.0,44.4,39
5473,others,4,2000.0,4.0,135.0,232
5474,Yelahanka,3,1650.0,3.0,105.0,228
5475,Yelahanka,2,1200.0,2.0,55.0,228
5476,Kengeri Satellite Town,2,985.0,2.0,42.0,137
5477,Ramagondanahalli,3,1475.0,2.0,63.0,189
5478,Sarjapur  Road,3,1157.0,2.0,53.99,196
5479,others,2,900.0,2.0,35.0,232
5480,Gottigere,4,2500.0,3.0,120.0,82
5481,GM Palaya,2,1030.0,2.0,60.0,78
5482,others,2,1000.0,2.0,46.0,232
5483,Kasavanhalli,4,4260.0,4.0,333.0,131
5484,Kudlu,3,1570.0,2.0,65.94,148
5485,Kanakapura,2,1283.0,2.0,68.0,127
5486,others,2,1200.0,2.0,52.0,232
5487,Konanakunte,3,2400.0,2.0,180.0,144
5488,Kathriguppe,3,1250.0,2.0,68.75,133
5489,Yelahanka,2,990.0,2.0,37.62,228
5490,others,2,1280.0,2.0,90.0,232
5491,others,2,1190.0,2.0,55.0,232
5492,Yelachenahalli,2,1100.0,2.0,60.0,227
5493,Harlur,2,1133.0,2.0,55.0,91
5494,Somasundara Palya,4,2400.0,3.0,140.0,204
5495,Whitefield,2,1280.0,2.0,69.0,226
5496,Horamavu Agara,3,1250.0,3.0,65.0,98
5497,Begur Road,3,1565.0,2.0,49.3,39
5498,others,3,1900.0,3.0,65.0,232
5499,Munnekollal,2,1080.0,2.0,45.0,165
5500,Battarahalli,1,600.0,1.0,47.0,37
5501,HRBR Layout,3,1335.0,2.0,87.0,88
5502,Vittasandra,2,1246.0,2.0,67.3,225
5503,Sarjapur  Road,3,1385.0,3.0,55.0,196
5504,others,3,1578.0,3.0,73.9,232
5505,Sarjapur  Road,3,1700.0,3.0,79.9,196
5506,Vidyaranyapura,2,1120.0,2.0,70.0,221
5507,Electronic City,1,435.0,1.0,22.0,74
5508,Magadi Road,2,1116.0,2.0,51.89,156
5509,Old Madras Road,3,1480.0,3.0,95.0,178
5510,Hormavu,2,1000.0,2.0,50.0,100
5511,HSR Layout,2,1145.0,2.0,46.0,89
5512,Bommasandra,2,800.0,1.0,32.0,48
5513,Thanisandra,2,1265.0,2.0,83.0,211
5514,Devanahalli,3,1564.9842423276207,3.0,88.2,65
5515,others,2,1475.0,2.0,70.0,232
5516,BTM 2nd Stage,2,1265.0,2.0,55.0,22
5517,Anandapura,2,1200.0,2.0,58.0,15
5518,Brookefield,2,1080.0,2.0,50.0,51
5519,Whitefield,3,2023.0,4.0,130.0,226
5520,others,2,2400.0,2.0,125.0,232
5521,Kadubeesanahalli,3,1545.0,2.0,66.0,117
5522,6th Phase JP Nagar,3,1350.0,2.0,58.0,5
5523,Hoodi,2,1108.0,2.0,74.23,97
5524,Marathahalli,3,1730.0,3.0,115.0,162
5525,others,3,1427.0,2.0,70.0,232
5526,Yelahanka,2,935.0,2.0,35.53,228
5527,Sarjapura - Attibele Road,2,1073.0,2.0,31.77,197
5528,Ananth Nagar,2,960.0,2.0,37.0,16
5529,Thigalarapalya,3,2215.0,4.0,150.0,212
5530,Electronic City Phase II,2,1125.0,2.0,32.49,75
5531,Brookefield,2,1230.0,2.0,55.0,51
5532,Mahadevpura,2,1438.0,2.0,89.0,157
5533,7th Phase JP Nagar,2,1080.0,2.0,75.0,6
5534,Uttarahalli,3,1590.0,3.0,58.0,218
5535,others,3,1350.0,3.0,68.0,232
5536,Raja Rajeshwari Nagar,3,1400.0,2.0,48.0,186
5537,Kaggadasapura,3,1560.0,2.0,72.0,119
5538,Mallasandra,4,1810.0,3.0,57.0,159
5539,others,3,2274.24,4.0,160.0,232
5540,Sonnenahalli,3,1484.0,3.0,74.18,206
5541,others,3,1455.0,2.0,55.0,232
5542,Thanisandra,3,2280.0,4.0,184.0,211
5543,Bharathi Nagar,2,1351.0,2.0,74.0,42
5544,Kanakpura Road,3,1223.0,2.0,42.81,128
5545,KR Puram,3,1430.0,2.0,61.0,116
5546,Electronic City Phase II,3,1310.0,2.0,37.83,75
5547,Sarjapur  Road,2,984.0,2.0,55.0,196
5548,Jalahalli,3,1770.0,3.0,100.0,112
5549,Margondanahalli,2,1140.0,2.0,60.0,163
5550,Bommanahalli,2,1170.0,2.0,34.0,47
5551,Poorna Pragna Layout,2,1160.0,2.0,46.39,182
5552,Kanakpura Road,2,1296.0,2.0,89.0,128
5553,others,3,1570.0,3.0,80.0,232
5554,others,3,1495.0,2.0,65.0,232
5555,Hoodi,3,1530.0,2.0,67.0,97
5556,Gunjur,3,1800.0,3.0,70.0,85
5557,Bellandur,2,1088.0,2.0,48.0,40
5558,Hosa Road,3,1533.0,3.0,98.18,101
5559,Rachenahalli,2,1100.0,2.0,68.0,185
5560,Thubarahalli,3,1540.0,3.0,90.0,213
5561,Hebbal,2,1244.0,3.0,48.0,92
5562,Hosa Road,2,1040.0,2.0,68.59,101
5563,Begur Road,2,1260.0,2.0,39.69,39
5564,Thigalarapalya,2,1245.0,2.0,100.0,212
5565,others,3,1350.0,3.0,75.0,232
5566,Vijayanagar,2,920.0,2.0,60.0,222
5567,others,6,2300.0,7.0,160.0,232
5568,Yelahanka New Town,4,2095.0,3.0,109.0,229
5569,Begur Road,2,1100.0,2.0,71.42,39
5570,Vijayanagar,2,1019.0,2.0,58.0,222
5571,Harlur,3,1756.0,3.0,128.0,91
5572,Bommasandra,3,1280.0,3.0,50.0,48
5573,Whitefield,3,2134.0,4.0,118.0,226
5574,Hosa Road,2,1369.1,2.0,98.0,101
5575,others,3,2515.0,4.0,155.0,232
5576,Thigalarapalya,3,2215.0,4.0,154.0,212
5577,others,3,1440.0,3.0,72.0,232
5578,Hennur Road,3,1186.0,2.0,55.33,96
5579,Uttarahalli,3,1350.0,2.0,47.24,218
5580,Hebbal,3,1800.0,3.0,140.0,92
5581,Kudlu,3,1600.0,3.0,79.0,148
5582,GM Palaya,2,1000.0,2.0,35.0,78
5583,Kambipura,3,1082.0,2.0,45.5,124
5584,Nagarbhavi,2,1050.0,2.0,80.0,170
5585,others,2,1200.0,2.0,56.0,232
5586,Begur,3,3500.0,4.0,185.0,38
5587,Dasarahalli,2,1220.0,2.0,52.0,64
5588,Kanakapura,4,2130.0,4.0,120.0,127
5589,Harlur,3,1749.0,3.0,120.0,91
5590,Doddaballapur,3,1564.9842423276207,2.0,48.0,68
5591,others,3,1670.0,3.0,75.0,232
5592,Hennur Road,3,2264.0,3.0,168.0,96
5593,Begur,2,1100.0,2.0,55.0,38
5594,Chandapura,2,674.0,1.0,19.9,55
5595,Electronics City Phase 1,2,1125.0,2.0,65.0,76
5596,Nagavara,2,1125.0,2.0,44.5,172
5597,others,2,700.0,2.0,29.0,232
5598,BTM Layout,3,1300.0,2.0,75.0,23
5599,JP Nagar,3,1600.0,3.0,83.0,110
5600,Magadi Road,3,1052.0,2.0,60.0,156
5601,Devarachikkanahalli,2,1130.0,2.0,36.0,66
5602,Electronic City,3,1500.0,2.0,63.0,74
5603,Old Madras Road,3,1350.0,3.0,47.25,178
5604,Gottigere,3,1230.0,2.0,52.0,82
5605,Haralur Road,3,1520.0,2.0,85.0,90
5606,Kanakpura Road,1,525.0,1.0,26.25,128
5607,Hosa Road,2,1040.0,2.0,61.0,101
5608,others,3,1300.0,2.0,67.0,232
5609,Old Airport Road,4,2690.0,4.0,201.0,177
5610,Panathur,2,1140.0,2.0,51.2,181
5611,Nagavarapalya,1,646.0,1.0,25.84,173
5612,Kadugodi,3,1890.0,4.0,125.0,118
5613,Whitefield,3,1458.0,2.0,62.0,226
5614,Green Glen Layout,3,1970.0,3.0,160.0,83
5615,Whitefield,3,1808.0,4.0,80.0,226
5616,Balagere,2,1007.0,2.0,67.0,25
5617,Doddathoguru,2,1105.0,2.0,50.0,70
5618,Raja Rajeshwari Nagar,2,1170.0,2.0,50.0,186
5619,Chandapura,2,1080.0,2.0,45.0,55
5620,Kaggalipura,3,1150.0,2.0,62.0,120
5621,Ramamurthy Nagar,2,1200.0,2.0,57.9,190
5622,Kudlu Gate,3,1656.0,3.0,75.0,149
5623,KR Puram,2,1040.0,2.0,50.0,116
5624,Hosur Road,2,1085.0,2.0,33.7,104
5625,others,3,1215.0,2.0,49.75,232
5626,NRI Layout,4,2150.0,4.0,115.0,169
5627,Panathur,2,1210.0,2.0,77.0,181
5628,others,2,1050.0,2.0,55.0,232
5629,Malleshpalya,2,1421.0,2.0,90.0,160
5630,Old Madras Road,3,1425.0,2.0,74.31,178
5631,Budigere,2,1162.0,2.0,58.0,52
5632,Whitefield,1,905.0,1.0,60.0,226
5633,Sarjapur  Road,2,914.0,2.0,32.0,196
5634,others,2,1258.0,2.0,58.0,232
5635,Hormavu,4,3500.0,4.0,289.0,100
5636,Whitefield,3,1537.0,2.0,70.0,226
5637,Chikkalasandra,3,1230.0,2.0,53.51,59
5638,Hosur Road,4,2000.0,4.0,69.0,104
5639,Indira Nagar,4,3200.0,3.0,250.0,109
5640,Anjanapura,2,950.0,2.0,32.0,18
5641,Marathahalli,4,4000.0,4.0,200.0,162
5642,Yelahanka,3,1282.0,2.0,48.72,228
5643,Jakkur,3,1220.0,2.0,49.0,111
5644,7th Phase JP Nagar,3,1415.0,3.0,65.0,6
5645,Green Glen Layout,3,1728.0,3.0,125.0,83
5646,7th Phase JP Nagar,3,1680.0,3.0,125.0,6
5647,Yelahanka,4,3990.0,4.0,260.0,228
5648,Kasavanhalli,2,1495.0,2.0,83.0,131
5649,Yeshwanthpur,3,2501.0,3.0,138.0,231
5650,Kanakpura Road,1,381.0,1.0,28.0,128
5651,Hennur Road,3,2002.0,3.0,120.0,96
5652,others,3,3200.0,3.0,260.0,232
5653,Banjara Layout,2,1200.0,2.0,70.0,32
5654,Bommasandra,3,1942.0,3.0,90.0,48
5655,Electronics City Phase 1,3,1564.9842423276207,2.0,60.75,76
5656,others,3,1450.0,3.0,90.0,232
5657,Electronic City,2,1039.0,2.0,50.0,74
5658,Old Madras Road,2,1210.0,2.0,80.0,178
5659,Yelahanka,3,1620.0,3.0,90.0,228
5660,Hebbal Kempapura,3,3408.0,3.0,260.0,93
5661,Marathahalli,2,1314.0,2.0,55.0,162
5662,Bisuvanahalli,2,945.0,2.0,33.0,46
5663,Nehru Nagar,3,1374.0,3.0,72.0,175
5664,Kanakpura Road,3,1603.0,3.0,113.0,128
5665,Kengeri,3,1230.0,2.0,52.0,136
5666,Basavangudi,1,670.0,1.0,50.0,35
5667,Sarjapur  Road,4,1864.0,3.0,105.0,196
5668,Hosa Road,3,2500.0,3.0,100.0,101
5669,Raja Rajeshwari Nagar,3,1625.0,2.0,54.0,186
5670,Whitefield,2,1186.0,2.0,55.0,226
5671,Electronic City,2,770.0,1.0,39.9,74
5672,Varthur,2,1085.0,2.0,45.0,219
5673,others,3,1893.0,3.0,115.0,232
5674,Kundalahalli,3,1496.0,2.0,78.0,151
5675,Electronics City Phase 1,3,1550.0,2.0,82.0,76
5676,Marathahalli,3,1200.0,2.0,58.17,162
5677,Electronic City Phase II,2,1286.0,2.0,69.0,75
5678,Hebbal,3,1860.0,3.0,95.0,92
5679,Haralur Road,2,1243.0,2.0,45.0,90
5680,Brookefield,2,1200.0,2.0,75.0,51
5681,Sarjapur,2,1044.0,2.0,32.0,195
5682,7th Phase JP Nagar,2,1040.0,2.0,41.59,6
5683,8th Phase JP Nagar,2,1125.0,2.0,36.94,7
5684,Subramanyapura,3,1278.0,2.0,59.0,207
5685,others,6,2400.0,6.0,98.0,232
5686,others,2,1250.0,2.0,43.0,232
5687,Vijayanagar,5,2400.0,6.0,125.0,222
5688,Lakshminarayana Pura,2,1210.0,2.0,75.0,154
5689,Sarjapur  Road,3,1157.0,2.0,57.84,196
5690,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15,186
5691,Kalena Agrahara,3,1450.0,3.0,100.0,122
5692,Old Madras Road,3,1859.0,3.0,121.0,178
5693,Ramamurthy Nagar,3,1305.0,3.0,60.0,190
5694,Kasavanhalli,2,5000.0,2.0,400.0,131
5695,Sarjapur  Road,2,1150.0,2.0,36.8,196
5696,Whitefield,3,1806.0,3.0,85.0,226
5697,Kudlu,2,1027.0,2.0,42.0,148
5698,Uttarahalli,2,1002.0,2.0,40.08,218
5699,Electronic City Phase II,3,1220.0,2.0,36.21,75
5700,Whitefield,2,1109.0,2.0,35.22,226
5701,Uttarahalli,2,1002.0,2.0,40.08,218
5702,others,2,1308.0,2.0,89.04,232
5703,Hennur Road,2,1232.0,2.0,69.6,96
5704,Haralur Road,2,1027.0,2.0,44.0,90
5705,Kalyan nagar,2,1250.0,2.0,65.0,123
5706,Raja Rajeshwari Nagar,2,1255.0,2.0,53.87,186
5707,Akshaya Nagar,3,1434.0,3.0,84.0,11
5708,Doddathoguru,2,925.0,2.0,30.0,70
5709,Jakkur,3,1858.0,3.0,123.0,111
5710,others,2,1205.0,2.0,70.0,232
5711,others,3,1500.0,3.0,90.0,232
5712,Mysore Road,2,1020.0,2.0,48.95,167
5713,Thanisandra,2,965.0,2.0,56.0,211
5714,Battarahalli,2,1636.0,2.0,82.89,37
5715,Kundalahalli,3,1724.0,3.0,125.0,151
5716,Whitefield,2,1216.0,2.0,67.0,226
5717,Yelahanka,1,654.0,1.0,36.25,228
5718,others,2,1190.0,2.0,41.0,232
5719,Budigere,3,1636.0,3.0,92.0,52
5720,Hennur Road,2,1195.0,2.0,73.0,96
5721,others,2,1250.0,2.0,67.0,232
5722,Whitefield,3,1452.0,3.0,90.0,226
5723,Thanisandra,3,1546.0,3.0,95.0,211
5724,others,2,2260.0,3.0,80.0,232
5725,others,4,2700.0,3.0,90.0,232
5726,JP Nagar,4,3000.0,3.0,150.0,110
5727,others,1,375.0,1.0,26.0,232
5728,Balagere,2,1007.0,2.0,66.0,25
5729,Kanakpura Road,1,1564.9842423276207,1.0,125.0,128
5730,Hennur Road,2,1020.0,2.0,47.0,96
5731,others,2,800.0,3.0,59.5,232
5732,Marathahalli,2,1125.0,2.0,55.0,162
5733,others,3,909.0,2.0,43.0,232
5734,others,2,1400.0,2.0,85.0,232
5735,Kadugodi,2,1152.0,2.0,61.0,118
5736,Subramanyapura,2,958.0,2.0,34.49,207
5737,Whitefield,2,1150.0,2.0,55.0,226
5738,Bellandur,2,1310.0,2.0,85.0,40
5739,Hosur Road,3,1590.0,2.0,126.0,104
5740,Green Glen Layout,3,1645.0,3.0,110.0,83
5741,others,3,1800.0,2.0,100.0,232
5742,8th Phase JP Nagar,2,1100.0,2.0,35.0,7
5743,others,2,925.0,2.0,70.0,232
5744,Basavangudi,3,1542.14,3.0,120.0,35
5745,Thanisandra,3,1430.0,2.0,54.0,211
5746,Bommanahalli,2,1020.0,2.0,55.0,47
5747,Electronic City Phase II,2,1140.0,2.0,32.92,75
5748,Anekal,3,967.0,2.0,45.0,17
5749,Hebbal,4,2470.0,4.0,203.0,92
5750,others,2,850.0,1.0,35.5,232
5751,others,2,1100.0,2.0,32.0,232
5752,Thanisandra,3,1697.0,3.0,110.0,211
5753,Varthur,2,1250.0,2.0,47.0,219
5754,Gottigere,2,1120.0,2.0,50.0,82
5755,NRI Layout,4,1200.0,4.0,95.0,169
5756,Hennur Road,5,5100.0,6.0,375.0,96
5757,Hebbal,2,1200.0,2.0,52.0,92
5758,7th Phase JP Nagar,2,1100.0,2.0,44.0,6
5759,Devarachikkanahalli,3,1417.0,2.0,76.0,66
5760,Thanisandra,3,1492.0,3.0,88.0,211
5761,Devanahalli,3,1498.0,3.0,79.15,65
5762,Kundalahalli,2,1010.0,2.0,48.27,151
5763,Channasandra,2,1050.0,2.0,35.0,56
5764,Hegde Nagar,3,1847.0,3.0,125.0,94
5765,others,2,1200.0,2.0,55.0,232
5766,Bellandur,2,982.0,2.0,37.28,40
5767,Hegde Nagar,3,2144.6,4.0,145.0,94
5768,Kengeri,2,750.0,2.0,36.5,136
5769,Electronic City,2,919.0,2.0,35.0,74
5770,Budigere,2,1087.0,2.0,54.3,52
5771,others,3,1480.0,3.0,74.0,232
5772,Tindlu,2,1180.0,2.0,52.0,215
5773,Jigani,3,1221.0,3.0,65.0,114
5774,Thanisandra,3,2072.0,3.0,122.0,211
5775,Whitefield,3,1600.0,3.0,69.0,226
5776,Sahakara Nagar,3,2200.0,3.0,98.0,192
5777,Kaikondrahalli,2,1253.0,2.0,81.5,121
5778,Hennur Road,2,1061.0,2.0,54.92,96
5779,Marathahalli,3,1950.0,3.0,115.0,162
5780,Marathahalli,2,1250.0,2.0,68.0,162
5781,Hennur Road,3,1585.0,2.0,80.0,96
5782,Kammasandra,2,1015.0,2.0,37.0,126
5783,Marathahalli,2,1125.0,2.0,56.8,162
5784,Electronic City Phase II,2,1116.0,2.0,40.0,75
5785,Kasavanhalli,4,4000.0,4.0,325.0,131
5786,Old Madras Road,2,1300.0,2.0,100.0,178
5787,Raja Rajeshwari Nagar,2,1419.0,2.0,60.42,186
5788,others,3,1310.0,2.0,55.0,232
5789,Thigalarapalya,3,2072.0,4.0,152.0,212
5790,Kaggadasapura,2,1240.0,2.0,58.58,119
5791,Chamrajpet,3,1565.0,3.0,98.91,54
5792,Budigere,3,1820.0,3.0,89.0,52
5793,Gubbalala,3,2500.0,3.0,88.0,84
5794,Hosa Road,2,1245.0,2.0,62.0,101
5795,GM Palaya,3,1315.0,3.0,65.0,78
5796,Kenchenahalli,3,1410.0,2.0,73.0,135
5797,Dasarahalli,2,1375.0,2.0,60.0,64
5798,Old Madras Road,2,1299.0,2.0,95.0,178
5799,others,2,993.0,2.0,45.5,232
5800,Bommasandra Industrial Area,2,1200.0,3.0,45.0,49
5801,others,4,2400.0,5.0,180.0,232
5802,Hebbal,3,1255.0,2.0,95.0,92
5803,Hoodi,3,1655.0,3.0,131.0,97
5804,Whitefield,4,2830.0,5.0,190.0,226
5805,others,1,6000.0,1.0,276.0,232
5806,others,1,825.0,2.0,40.0,232
5807,Begur Road,3,1634.0,3.0,111.0,39
5808,Banaswadi,2,1222.0,2.0,80.0,31
5809,Gottigere,3,1500.0,3.0,63.0,82
5810,Akshaya Nagar,3,1890.0,4.0,100.0,11
5811,Hulimavu,2,850.0,1.0,39.5,105
5812,Whitefield,2,1295.0,2.0,78.5,226
5813,Sarjapur  Road,2,1320.0,2.0,100.0,196
5814,2nd Stage Nagarbhavi,4,3000.0,3.0,170.0,2
5815,Harlur,2,1197.0,2.0,82.0,91
5816,others,3,1320.0,2.0,60.0,232
5817,Whitefield,1,840.0,1.0,57.6,226
5818,Raja Rajeshwari Nagar,3,1693.0,3.0,71.38,186
5819,Kodihalli,2,1000.0,2.0,62.0,142
5820,Babusapalaya,2,1305.0,2.0,70.0,24
5821,Kodichikkanahalli,1,450.0,1.0,18.0,139
5822,CV Raman Nagar,1,705.0,1.0,57.0,53
5823,Tumkur Road,5,4800.0,5.0,150.0,216
5824,Whitefield,3,1991.0,3.0,104.0,226
5825,Battarahalli,3,1779.0,3.0,90.0,37
5826,Banaswadi,2,870.0,2.0,38.0,31
5827,Thanisandra,3,1595.0,3.0,120.0,211
5828,Iblur Village,3,2000.0,4.0,138.0,108
5829,Yelahanka,3,1614.0,3.0,93.0,228
5830,Gottigere,2,1200.0,2.0,40.0,82
5831,Electronic City Phase II,3,1150.0,3.0,46.0,75
5832,Sonnenahalli,3,1610.0,3.0,80.48,206
5833,Whitefield,2,1190.0,2.0,41.0,226
5834,others,2,1050.0,2.0,50.0,232
5835,7th Phase JP Nagar,3,1460.0,2.0,97.0,6
5836,others,1,600.0,1.0,33.0,232
5837,others,3,1569.0,3.0,70.0,232
5838,others,3,2600.0,3.0,147.0,232
5839,Electronics City Phase 1,1,645.0,1.0,42.5,76
5840,Marathahalli,2,1350.0,2.0,90.0,162
5841,others,3,1410.0,2.0,45.12,232
5842,Whitefield,2,1109.0,2.0,35.47,226
5843,Bannerghatta Road,2,1215.0,2.0,68.0,34
5844,Varthur Road,2,1255.0,2.0,52.76,220
5845,others,2,1020.0,2.0,49.0,232
5846,others,3,1225.0,2.0,82.0,232
5847,Singasandra,2,1120.0,2.0,60.0,203
5848,Kasavanhalli,3,1225.0,2.0,69.0,131
5849,Whitefield,4,5200.0,5.0,242.0,226
5850,Sarjapur  Road,3,1984.0,4.0,145.0,196
5851,Old Madras Road,3,2425.0,3.0,197.0,178
5852,ITPL,3,1200.0,3.0,56.12,107
5853,Bommasandra,2,1127.0,2.0,45.0,48
5854,Whitefield,3,1655.0,3.0,97.0,226
5855,Varthur,3,1200.0,3.0,68.38,219
5856,Kaggadasapura,2,1000.0,2.0,43.0,119
5857,CV Raman Nagar,2,1225.0,2.0,47.88,53
5858,Hormavu,2,1350.0,2.0,45.0,100
5859,Sahakara Nagar,2,1175.0,2.0,49.0,192
5860,others,1,655.0,1.0,27.0,232
5861,Hosa Road,3,1311.0,2.0,84.86,101
5862,CV Raman Nagar,2,1000.0,2.0,38.5,53
5863,others,2,1196.0,2.0,96.0,232
5864,Kanakpura Road,3,1050.0,2.0,59.0,128
5865,Somasundara Palya,3,1275.0,2.0,52.0,204
5866,others,2,927.0,2.0,50.0,232
5867,Varthur,3,1520.0,2.0,61.0,219
5868,Hebbal,2,1333.0,2.0,104.0,92
5869,others,1,600.0,1.0,18.0,232
5870,Sarjapur  Road,3,1564.9842423276207,2.0,85.125,196
5871,Koramangala,2,1100.0,2.0,85.0,145
5872,Haralur Road,3,1650.0,3.0,100.0,90
5873,Kasavanhalli,3,1917.0,3.0,132.0,131
5874,Billekahalli,2,950.0,2.0,58.11,44
5875,others,2,1175.0,2.0,48.72,232
5876,8th Phase JP Nagar,2,1089.0,2.0,43.55,7
5877,Hoodi,2,1257.0,2.0,68.5,97
5878,Sarjapur,1,650.0,1.0,19.87,195
5879,Whitefield,3,1850.0,3.0,150.0,226
5880,others,4,2800.0,4.0,200.0,232
5881,Vidyaranyapura,2,945.0,2.0,40.0,221
5882,Koramangala,2,1161.0,2.0,63.85,145
